name,calories,protein,carbs,fat,fiber
Sablés Myrtilles Germes de riz,54.0,0.9,7.9,2.0,0.5
Financiers amandes,435.0,8.1,50.0,22.0,2.2
Sel de mer fin,0.0,0.0,0.0,0.0,0.0
L'original - Jus de pomme pétillant,46.0,0.0,11.5,0.0,0.0
Toetilla Chips Nature,472.0,6.6,64.0,20.0,4.0
Pâte à tartiner 18.5% Bio - 350g,538.0,7.6,53.0,32.0,3.8
Sardines sans arêtes au naturel,0.0,0.0,0.0,0.0,0.0
Vrai Fromage blanc 500g,76.0,7.2,3.7,3.6,0.0
Sauce Alger,457.0,1.5,20.0,41.0,1.0
Huile de noix 2 Flaschen,900.0,0.0,0.0,100.0,0.0
Truite Fumée des Pyrénées,155.0,22.0,0.5,7.3,0.0
Matin léger,43.0,3.3,4.8,1.2,0.0
Mélange japonais,413.0,9.6,72.0,8.7,3.9
Noix de cajou grillées sans sel,621.0,21.0,25.0,47.0,4.5
Nuts'n Berries,479.0,11.0,44.0,27.0,0.0
So Simple Apple And Blueberry imp,378.0,8.61,69.4,6.11,7.22
Chicken Stock cubes 8 x,7.0,0.1,0.5,0.5,0.5
Lime & Coriander Basmati Rice,134.0,2.48,23.4,3.04,1.12
Smooth Cashew Butter,659.0,21.0,19.0,56.0,4.3
Jus d'orange avec pulpe,36.0,0.7,7.8,0.0,0.85
Innocent jus ananas & fruit de la passion 900ml,43.0,0.38,10.0,0.01,0.45
Céréales Extra Pepites Kellogg's Chocolat au lait,484.0,7.0,62.0,22.0,4.9
Fromage fondu à tartiner,253.0,9.0,7.0,21.0,0.0
Le Nature,63.4,3.3,5.0,3.4,0.0
Oreo Enrobed White imp,507.0,4.88,63.4,24.4,1.46
Cacao puro en polvo desgrasado,375.0,26.0,16.0,16.0,32.0
Confitura de fresas 0% azúcares añadidos,42.0,0.4,12.6,0.2,1.8
Pan 5 semillas,274.0,11.0,45.3,4.6,5.1
Yogur Proteínas con Mango y Maracuyá 0%,56.0,8.3,5.8,0.2,0.0
Amora Moutarde Douce Verre 190g,198.0,5.2,5.7,16.0,2.1
Authentic Greek Yoghurt 0% FAT,62.0,10.0,4.9,0.2,0.5
Chocolate Salted Caramel Flavour Vitamin & Protein Bar,373.0,37.1,28.9,15.1,4.73
Essential waitrose wholewheat biscuits,358.0,12.0,68.0,2.0,10.0
COFFEE MATE AVELLANA,0.0,0.933,36.6,9.93,0.0
El Bellar the Best Selling Moroccan Green Tea 200G,0.0,0.0,0.0,0.0,0.0
Sourdough Crispbread,367.0,13.0,69.0,2.8,8.1
Muszynianka 1.5,0.0,0.0,0.0,0.0,0.0
Zest Défense,40.0,0.0,10.0,0.0,0.0
Énergie Chérie,43.0,0.18,10.0,0.01,0.0
Yaourt à boire sucré aromatisé,65.0,3.0,10.4,0.8,0.0
"Le petit suisse gervais nature 9,5% 60 g x 6",143.0,9.3,4.5,9.5,0.0
CHOPPED TOMATOES IN TOMATO JUICE,19.0,0.9,3.1,0.5,0.5
Pepsi Zéro Sleek 33 cl,0.4,0.0,0.0,0.0,0.0
Jolay,438.0,4.0,57.64,21.29,0.0
Fish fingers,218.0,12.0,21.0,9.4,0.9
Grec,102.0,2.1,13.3,4.5,0.0
Leader chips,586.3,6.6,54.8,37.8,0.0
Simply Granola,440.0,12.0,66.0,12.6,7.3
Olive Spread,413.0,0.1,0.5,45.5,0.5
Patak's Korma Paste Pots,228.0,3.0,14.8,15.4,0.0
Eau minérale salveta citron,1.0,0.0,0.0,0.0,0.0
Postre de chocolate proteínas,81.0,8.4,8.7,1.1,1.3
Steak végétal,221.0,17.0,13.0,10.0,5.4
Leche de coco,165.0,0.5,2.9,17.0,0.5
Frosted wheats,364.0,10.0,72.0,2.0,9.0
Délicimo,161.0,5.3,21.0,6.3,0.0
Burata,254.0,10.0,1.8,23.0,0.0
OUF! La pâte à tartiner Cacao Cacahuètes,256.0,7.3,33.0,9.5,4.7
MultiGraines,245.0,11.3,48.5,0.71,6.7
Harrys brioche tranchee farine complete sans additif 485g,336.0,8.5,47.0,11.0,7.5
Bio agave syrup,300.0,0.1,76.0,0.1,0.1
Cashew Crush Raw Fruit & Nut Bars,418.0,10.0,53.4,23.4,7.2
Smoked Humous,240.0,5.8,8.8,19.2,5.0
جودة شكلاط كراميل,0.0,0.0,0.0,0.0,0.0
Good Mayonaise imp,644.0,0.8,3.0,70.0,0.0
Tofu smoked,138.0,14.0,1.9,8.0,1.0
Barres céréales FRAISE,356.0,6.6,64.0,6.0,10.0
Kettle Chips Sweet Chilli and Sour Cream,509.0,7.5,53.9,28.3,4.7
Croustillant fruits rouges,426.0,9.3,66.0,12.0,9.2
Filet de poulet rôti,112.0,23.0,0.5,2.0,0.0
Jben chergui *2,188.8,8.4,2.8,16.0,0.0
Light &free,54.0,6.4,6.6,0.1,0.0
Sabor casero,384.0,0.5,5.2,41.0,0.0
Filets de sardines sans peau sans arêtes,182.0,26.6,0.6,8.1,3.0
Yogurt,54.0,10.3,3.0,0.0,0.0
Nescafe spécial Filtre Bio,0.0,0.0,0.0,0.0,0.0
Flocons d avoine,378.0,13.5,59.4,9.0,9.1
Red Kidney Beans in Water,93.0,7.2,11.0,0.6,6.9
almendra,0.0,0.0,0.0,0.0,0.0
Biscotti allo yogurt Dolcesenza,427.0,8.5,71.0,15.0,4.0
Wholegrain Microwaveable Rice,166.0,3.44,32.4,1.84,3.6
Lait 1/2 ecreme uht bq 1l merci!,47.0,3.5,5.4,1.7,0.5
Heinz Tomato and Chilli Sauce,53.0,1.7,5.0,2.6,0.0
Ovomaltine Crunchy Cream,547.0,3.7,59.4,32.4,1.6
Propolis,0.0,0.0,0.0,0.0,0.0
Nouilles aux crevettes,45.7,2.04,4.64,1.96,0.7140000000000001
Krisprolls froment,421.0,13.0,66.0,10.0,6.7
Miel pops loops,396.0,9.3,76.0,4.4,7.5
Toast crock' céréales complètes,359.0,9.9,67.0,3.1,13.0
Choco crousti,430.0,11.0,61.0,14.0,11.0
High Protein Chocolate Rice Puddibg,93.0,7.7,10.2,2.3,0.2
Vitamin B12,201.0,0.5,16.0,0.5,0.0
Pitted Prunes,237.0,2.2,52.4,0.5,6.9
Protein Power Soup Garden Pea & Spinach,50.0,3.7,4.6,1.2,3.7
Coca Cola 2L,42.0,0.0,10.6,0.0,0.0
6.11125E+12,112.0,2.42,16.95,3.85,0.0
Bonne maman pate a tartiner noisettes et cacao,551.0,6.7,53.0,34.0,3.3
Pany,542.0,6.09,63.4,29.3,0.0
Dolcy chocobar gold,0.0,0.0,0.0,0.0,0.0
Good Seed Bread,250.0,14.3,46.4,5.36,10.7
Crunchy Oats & Honey,467.0,8.7,64.3,18.1,6.4
Filets de maquereaux moutarde,183.0,13.0,0.9,14.0,0.0
"Danone fromage blanc 3,2% de mg 825 x 1",75.0,7.7,3.9,3.2,0.0
Activia bifidus saveur noix de coco sans arome artificiel 125 gx 4,93.0,3.6,12.6,3.1,0.0
Le Torchon - Cuit à l'Etouffée  - 25% de sel*,115.0,22.0,0.5,2.8,0.0
La Motte Beurre doux pasteurisé 82 % de mat. gr. eurre doux pasteurisé 82 % de mat. gr.,745.0,0.7,1.0,82.0,0.0
"Blé, riz rouge, quinoa",159.0,4.9,26.0,2.9,4.8
Soja Douceur,49.0,3.9,3.0,2.2,0.8
Nouilles poulet teriyaki,84.0,1.6,10.0,4.1,0.0005
Avoine citron 🍋 graines de chia,447.0,9.4,62.0,16.0,8.5
Dolce Pizza - Regina,179.0,10.0,25.0,3.7,2.9
Sandwich mega viennois poulet rôti oeuf,294.0,9.8,30.0,14.0,2.8
4 Muffins Complet,243.0,11.0,40.0,2.8,6.7
Yaourt Nature BIO,69.0,3.6,5.5,3.6,0.0
Léa Nature - Pomme Vanille bourbon,55.0,0.0,13.0,0.0,1.5
Muesli croustillant chocolat 500 g,219.0,4.7,33.0,6.6,3.9
La bûche de chèvre Maxi Format,291.0,20.0,1.0,23.0,0.0
70% équateur,582.0,6.7,37.0,43.0,10.0
Sunflower oil,828.0,0.0,0.0,92.0,0.0
Country crisp bio Chocolat Noir,451.0,8.0,65.6,16.1,6.0
Quorn Pieces,98.7,13.3,2.53,3.07,3.87
Pipers Anglesey sea salt crisps,532.0,5.1,57.2,30.7,3.5
Innocent Strawberries and bananas,48.0,0.527,10.7,0.0533,1.07
Thé earl grey,0.0,0.0,0.0,0.0,0.0
Bebida energética,47.0,0.0,12.0,0.0,0.0
Almond And apricot with a yoghurt coating fruit and nut bar,476.0,6.6,49.8,26.6,5.0
Dégustation - Chocolat Noir 72% Cacao,590.0,8.0,32.0,39.0,11.0
Les Grandes 34% Hazelnut Dark,587.0,8.0,41.0,42.0,0.0
KUB OR,178.0,4.8,20.7,8.3,0.6
Huile d'olive vierge extra Bio Delicato,823.0,0.0,0.0,91.0,0.0
Peanut Butter Creamy,644.0,24.0,11.0,54.0,6.0
Salinis,482.0,0.9,72.0,21.0,0.7
Leche entera,63.0,3.1,4.6,3.6,0.0
Zumo Juver Disfruta Melocot. 1L,21.0,0.4,4.4,0.1,0.5
Knorr Soupe Liquide Légumes du Potager 45cl,54.0,0.8,7.5,2.1,1.0
Thon entier au naturel albacore,100.0,25.0,0.0,1.0,0.0
Kokosnussöl,900.0,0.0,0.0,100.0,0.0
Porridge Oats 1.5kg,363.0,10.3,60.5,7.0,8.3
Eau de coco,25.0,0.0,5.0,0.417,0.0
Ferme vanille,105.0,4.0,14.5,2.5,6.0
Cannelloni beans,108.0,7.0,15.2,0.4,8.0
Streichfein ungesalzen,589.0,0.5,0.5,65.0,0.0
Kellogg Bran Flakes,357.0,11.0,66.7,2.33,17.0
Belgian Milk Chocolate,495.0,6.67,61.9,23.8,0.0
Panier de Yoplait Fraise - Framboise,91.0,3.3,12.4,2.3,0.0
حليب لليدين,0.0,0.0,0.0,0.0,0.0
Galletas cereales & fibra,440.0,5.5,65.0,15.0,0.0
Cookies sin gluten y sin lactosa,476.0,4.12,65.9,21.2,1.18
Organic wholemeal digestive biscuits,469.0,7.3,63.0,19.0,6.8
Apfelsaft aus Apfelsaftkonzentrat,44.0,0.1,10.5,0.1,0.0
Houmous Garlic + Red Pepper,345.0,6.0,9.0,31.0,0.0
Chocolat noir,582.0,11.0,21.0,47.0,15.0
White Chocolate Yoghurt,55.3,10.0,3.4,0.2,0.0
Whole Milk Natural Yoghurt,79.0,5.2,6.8,3.3,0.5
Whole Grain Mustard,183.0,7.3000001907349015,8.600000381000001,9.600000381000001,12.0
Dried cranberries,330.0,0.333,77.7,1.0,5.33
Pesto Basilico e Peperoncino 195g,441.0,3.0,13.0,41.0,4.0
Dessert au lait d'amande et au chocolat,140.0,1.0,16.6,7.4,1.6
Ecoleaf Jumbo Roll Kitchen Tow,0.0,0.0,0.0,0.0,0.0
Purée de pommes sans sucres ajoutés,54.0,0.9,12.0,0.0,0.4
Raw Boost,48.0,0.4,10.0,0.3,0.7
Confiture de Framboise 70%,173.0,0.9,40.0,0.5,3.6
Fluffy,430.0,6.15,50.7,22.5,0.68
tortilla chips,479.0,6.3,64.0,20.0,0.0
"Muesli 35 fruits, noix et graines",380.0,8.8,63.0,8.3,8.9
Silvia Duo Cacao,500.0,4.4,71.0,22.0,0.0
Plant Butter,713.0,0.5,0.5,79.0,0.0
La Vache qui rit légère 16 portions,152.0,14.0,6.0,8.0,0.0
BRUT TrueDark Chocolate Bar 80%,558.0,10.2,22.8,43.7,0.0
Plain Wheats,397.0,12.0,78.0,1.7,11.0
Mostarda,75.0,3.8,2.3,5.3,0.0
Muesli croustillant 3 noix,446.0,11.0,64.0,15.0,7.6
Extra Fancy Unsalted Mixed Nuts,600.0,17.6,24.7,52.9,7.05
Thai red,173.0,2.28,12.0,12.0,0.0
HERTA TGM pâte brisée pur beurre 280g,367.4,5.9,43.0,18.0,1.4
Biscuits avoine chocolat,468.0,8.4,61.0,20.0,6.7
Beurre doux bio,743.0,0.7,0.6,82.0,0.0
Salade & Compagnie - Montmartre,199.0,7.9,18.0,10.0,2.0
Lemon curd,330.0,1.9,58.0,10.0,0.0
wheetos,374.0,8.7,77.0,1.9,7.0
Mezze houmous + rainbow veg grain bowl,151.0,4.36,16.0,8.0,3.35
Black Forest Tofu,170.0,19.0,3.8,8.4,0.0
High Protein Milchreis - Klassik,93.0,7.7,10.8,2.1,0.0
Pere si afine Mg,14.0,0.0,3.2,0.0,0.0
nesquick,380.0,8.33,77.0,3.67,7.33
biscuit chocolat au lait,200.0,6.0,69.0,33.0,3.0
dubois java timor,0.0,0.0,0.0,0.0,0.0
Eisen + Vitamin C,0.0,0.0,0.0,0.0,0.0
Panettone Classico,359.0,6.8,54.6,12.0,0.0
Snack mix,646.0,22.1,10.4,55.7,7.0
Bevanda Nocciola,36.0,0.5,3.2,1.9,0.0
Madeleines coquilles,439.0,6.0,56.0,21.0,0.9
La brique pur brebis,305.0,17.0,0.0,26.3,0.0
Marmelade Oranges🍊 Amères  Bonne Maman,240.0,0.3,59.0,0.1,0.7
100% Pur jus oranges,41.0,0.6,9.1,0.1,0.6
Le Tranché Fin - Dégustation,115.0,22.0,0.5,2.8,0.0
"Purée lentilles corail, potimarron",89.0,4.5,8.5,3.1,4.4
La Faisselle,76.0,4.3,4.5,4.5,0.0
Etui Bec Verseur Sucre en Poudre Saint Louis Sucre 1kg,400.0,0.0,100.0,0.0,0.0
Galettes riz sésame,390.0,9.2,74.0,5.6,3.9
PastaBox - Tortellini Ricotta Epinards Sauce au parmesan,159.0,6.3,19.0,5.7,2.5
Sel de Guérande IGP,0.0,0.0,0.0,0.0,0.0
Boisson avoine BIO 1l,43.0,0.5,7.2,1.4,0.8
Pain grillé au blé complet - BIO,391.0,11.0,72.0,4.4,6.8
Biscottes aux 6 céréales x36 - 300g,394.0,12.0,67.0,7.2,6.7
Boisson avoine - 1L,43.0,0.5,7.0,1.2,0.8
Pitch,420.0,7.7,54.0,19.0,0.0
"Ker Cadélac - Marble Cake, 500g (17.6oz)",425.0,5.8,48.0,23.0,0.0
Suprêmes soufflés Nature 4x120g,216.0,5.8,14.0,15.0,0.0
Petit beurre tablette Chocolat noir,493.0,7.5,60.0,24.0,4.7
"Petits Filous Fromage Frais, Strawberry & Raspberry",68.0,5.4,10.0,2.4,0.0
Parmentier de canard,152.0,6.0,11.0,8.9,0.0
St Hubert Omega 3 Sans Huile de Palme Demi Sel,468.0,0.0,0.0,52.0,0.0
St hubert 41 500 g doux ss hdp,392.0,1.3,4.4,41.0,0.0
Pâtes farcies aux légumes à la sauce tomate bio,74.0,1.8,12.2,1.7,1.2
Emmental râpé 29% Mat. Gr.,371.0,27.0,0.5,29.0,0.0
Eau Minérale Naturelle des Alpes,0.0,0.0,0.0,0.0,0.0
Miel squeezer,512.0,0.0,80.0,0.0,0.0
Oeufs frais plein air Oméga3 x 12,140.0,13.0,0.5,9.8,0.0
Fruit Sticks,327.0,1.4,76.0,0.4,0.1
Chocolat noir 74% Côte d'Ivoire,592.0,8.2,29.0,46.0,15.0
Tikka Masala,146.0,1.5,11.3,9.9,3.0
Dairy Free Sunflower Spread,492.0,0.5,1.5,54.3,0.0
Vimto Original Cordial NAS 1L,2.0,0.0,0.0,0.0,0.0
heinz ketchup,102.0,1.2,23.2,0.1,0.0
Wholemeal Pitta Tesco,241.0,17.3,42.3,1.25,17.3
Bourbon Creams,486.0,6.43,65.7,21.4,2.86
Coconut Organic,53.0,0.1,10.4,1.2,0.7
Prince goût chocolat,467.0,6.3,69.0,17.0,4.2
Coca-Cola 1 Liter,42.0,0.0,10.6,0.0,0.0
"Sprite Zero 1,5L",1.0,0.0,0.0,0.0,0.0
poms slim 25cl,53.0,0.0,12.9,0.0,0.0
NESTLE LION Barres de Céréales 6x25g,398.0,7.3,62.8,12.2,6.6
Flutes aux 3 graines,502.0,15.0,49.0,26.0,6.0
Soft Bakes Choc Chip,400.0,5.9,60.0,14.0,6.9
Cruschelle,436.0,7.9,66.0,14.0,7.4
CremaNovi,550.0,10.4,42.7,36.0,6.9
coquillette,347.0,13.0,64.0,2.5,8.0
Fajita Mix Smoky BBQ imp,305.0,6.8,64.0,1.4,4.5
Jamón cocido extra,101.0,18.6,0.9,2.5,0.0
Cruesli Chocolate,455.0,8.1,57.1,19.3,10.0
Mint Sauce,120.0,1.8,25.0,0.5,0.0
"Soupe Thai  (Nouilles, champignons et pousses de soja)  د تای سوپ",377.0,10.0,58.0,12.0,2.7
Maille Mini Cornichons Petits Croquants Bocal 210g,13.0,0.6,2.0,0.5,0.5
Sriracha,139.0,2.3,28.0,1.2,2.3
Confiture d'abricots,251.0,0.0,63.0,0.0,1.0
Fried Noodles,475.0,8.75,61.2,21.2,5.0
Siof,0.0,0.0,0.0,0.0,0.0
FUEL 10K Granola Super Berry,430.0,15.9,60.9,12.6,6.1
Frischkäse natur,252.0,4.5,3.0,25.0,0.0
Fondante & gourmande,290.0,9.0,6.0,25.5,0.0
Pesto Rustico - Basilico & Zucchine,194.0,1.9,9.9,15.5,3.5
Tesco Pure Clear Honey 454G,327.0,0.5,81.0,0.0,0.5
Deli Reform Original,630.0,0.0,0.0,70.0,0.0
multiseed wholemeal farmhouse loaf,226.0,10.6,27.7,6.81,5.96
Red Onion & Rosemary Sausages,123.0,16.5,4.0,3.2,6.0
"Pâine cu semințe, feliată",283.0,11.6,37.9,8.0,6.3
Thins - Multiseed Flatbreads,413.0,14.7,57.0,17.5,7.7
Avena con chocolate negro - sin azúcares añadidos,441.0,8.0,57.0,22.0,9.0
Teriyaki,161.0,5.6,21.0,4.8,5.9
Arla B.O.B,41.5,4.55,4.9,0.4,0.0
Dijon mustard,150.0,7.0,10.0,11.0,5.0
Penne Rigate Nudeln,359.0,12.0,72.0,1.9,3.0
Naked Oven Chips,130.0,2.1,23.0,2.9,2.3
Leerdamer,352.0,26.0,0.1,27.5,0.0
Crousti' Avoine Superfruits,418.0,11.0,66.0,10.0,10.0
Mes Carottes râpées à la ciboulette,79.0,1.1,5.6,5.2,2.8
Chergui citron sghir,76.5,2.8,13.0,1.6,0.0
Real Ketchup 485 g,120.0,1.7,27.0,0.0,0.0
Sauce cheezy easy,264.9,2.19,12.3,23.0,0.0
Mayonnaise en tube,653.0,1.2,2.1,71.0,0.0
Organic Baked Beans in rich tomato sauce,81.0,4.6,12.4,0.4,0.0
Home chips,220.0,3.0,33.0,7.8,3.2
Raïbi,72.0,2.3,13.3,1.1,0.0
honey cheerios,377.0,9.33,71.3,4.0,9.0
Skyr bio nature,57.0,10.0,3.9,0.2,0.0
Classic Café Soluble,278.0,25.0,33.0,0.4,22.0
Filet de maqueraux à la sauce tomate,180.1,30.1,0.6,6.4,0.0
Tendrissime,640.0,1.0,1.5,70.0,0.0
Pomegranate and Elderflower Cordial,285.0,0.0,67.5,0.0,0.0
Prinzenrolle,457.0,6.8,65.0,18.0,3.9
Monster Munch crazy original,516.0,4.0,62.0,27.0,4.0
McCain Frites Just au Four Classique,149.0,2.5,25.5,3.5,2.5
Mister Choc façon Spéculos,588.0,3.3,54.5,39.4,1.0
Délice de cacahuètes,574.0,5.0,49.0,41.0,0.0
CHEESE & ONION FLAVOUR BAKED POTATO,436.0,5.91,72.7,12.7,6.36
لانشون,0.0,0.0,0.0,0.0,0.0
Kefir vanilla,75.0,3.85,7.4,3.2,0.0
Pan tostado proteínas bajo en hidratos,409.0,46.5,13.0,21.4,11.3
Picasso el toro,0.0,0.0,0.0,0.0,0.0
LANDOR,227.0,5.0,9.0,19.0,0.0
Barritas de Espelta Sabor Manzana 0%,346.0,6.1,55.0,6.1,24.0
Tasty Summer Fruits,18.0,0.0,4.3,0.0,0.0
High Protein Rice pudding,91.0,7.7,10.2,2.2,0.0
Mouliné de 12 légumes,37.0,0.8,5.4,1.1,1.2
Kokosöl,828.0,0.5,0.5,92.0,0.5
Green Olive and Rosemary Sourdough,242.0,7.2,41.0,4.2,5.8
budino chocolate & caramel desert,81.0,10.0,6.5,1.6,0.4
Coca cola,42.0,0.0,10.6,0.0,0.0
Twix 5x2,493.0,4.6,65.0,24.0,0.0
Be Nuts! Crémeux,614.0,21.0,20.0,49.0,4.4
Activia bien-être  digestif,59.0,3.3,4.1,3.3,0.0
Milled Flaxseed,490.0,21.4,1.3,38.0,28.8
Cheddar slice khayrat,0.0,0.0,0.0,0.0,0.0
raib salim banan,70.2,3.1,12.5,0.0,0.0
Boisson soja nature BIO 1l,40.0,3.9,1.2,2.1,0.5
Mehl Weizenmehl Type 405,338.0,11.0,69.0,1.1,4.0
Jaffa Cakes,381.0,3.6,65.4,11.3,1.7
chapelure,357.0,13.0,70.0,1.6,5.2
Tortitas de Maíz,381.0,7.0,83.6,1.6,0.0
"Mais, Sweetcorn",69.0,2.7,10.0,1.3,2.9
2 panes au cabillaud,215.0,10.6,18.1,10.6,2.1
Salakis Herbes de Provence,293.0,14.6,0.8,25.8,0.0
La Laitière crème aux oeufs,156.0,4.5,19.0,7.6,0.0
Lait entier en poudre,494.0,26.0,39.0,26.0,0.0
Tourtel 27.5 cl Tourtel Twist Lime 0.0 DEGRE ALCOOL,32.0,0.2,7.6,0.0,0.0
Coleslaw 320g,116.0,1.0,6.5,9.0,2.5
Citronnade L'Originale,21.0,0.0,4.9000000953674006,0.0,0.0
Filets de maquereaux marinade au Citron et à l'Olive,233.0,11.0,0.5,21.0,0.4
"Tagliatelles au Poulet 🐔, Champignons🍄Crème",102.0,7.67,12.0,2.4,0.9
Gerble - Miel Châtaigne graines de lin,462.0,9.2,68.0,16.0,5.3
Quinoa et boulgour à l'indienne,145.0,5.4,12.0,6.7,7.5
Doonuts,453.0,5.7,54.0,25.0,1.1
Sandwich le méga poulet rôti mayo légère x3,257.0,9.3,27.0,12.0,3.3
Biscottes nature,389.0,11.0,75.0,3.3,4.8
Pain grillé au blé complet 500g,388.0,11.0,73.0,4.3,6.8
Pitch choco x 8,352.0,5.9,55.0,11.0,0.0
Guacamole Extra,111.0,1.5,5.6,8.3,4.2
Vico Extra Craquantes,526.0,5.9,46.8,34.0,4.5
Caesar Poulet rôti,108.0,4.9,3.9,7.8,1.3
Purée de carottes,61.0,0.9,3.4,4.3,2.3
Sel de Guérande,0.0,0.0,0.0,0.0,0.0
Sauce tomate Basilic Jardin BIO,52.0,1.6,6.2,1.7,2.6
90% cacao noir,622.0,12.0,16.0,54.0,13.0
Poudre cacaotée bio 32% de cacao Max Havelaar,379.0,8.2,73.0,3.6,11.0
Brioch'Burger,310.0,9.5,51.0,7.0,0.0
Pain mie sandwich bio* cereales 500g,309.0,8.8,47.0,8.5,4.4
Ricotta,150.0,7.5,3.0,12.0,0.0
Biscuits craquants saveur citron,442.0,6.5,66.0,19.0,6.3
Plain Flour,357.0,9.9,73.5,1.7,3.8
Utterly Butterly Spread imp,379.0,0.1,0.2,42.0,0.0
Black Treacle,274.0,1.2,67.2,0.0,0.0
Coca Cola zéro,0.3,0.0,0.0,0.0,0.0
Gently baked mango,305.0,2.9,68.0,0.3,9.0
Yoyos Raspberry Multipack 5 x,280.0,1.9,63.0,0.0,10.0
Crosse And Blackwell Branston Pickle 720G,157.0,0.5,34.0,0.7,1.8
Soya Original,39.0,3.0,2.5,1.8,0.5
Crunchy Nut & Almond,469.0,12.0,51.4,23.1,4.57
Oatly! Bio Hafer/Oat,39.0,1.1,7.2,0.5,0.8
Croustilles goût Emmental,543.0,7.3,54.0,33.0,1.9
180G AMAN CARA COTE D OR,525.0,8.6,53.0,30.0,4.8
Parmigiano reggiano,402.0,32.0,0.0,30.0,0.0
Buonicosì,439.0,8.2,61.9,19.3,7.0
Tortillas sans gluten,266.0,1.9,59.2,1.5,3.9
Dinosaurus,478.0,5.7,72.0,18.0,2.5
Cuore di cereale. Biscotti di avena con frutti rossi,435.0,8.0,63.0,15.0,8.0
Florida,13.0,0.0,2.6,0.0,0.0
Jamón serrano,247.8,33.5,1.0,12.2,0.0
Quesco fresco cabra,262.0,12.7,3.4,21.9,12.7
Panecillos cereales y semillas,425.0,13.8,59.8,13.0,6.8
Amora Sauce Samouraï 255g,266.0,0.9,7.1,26.0,0.5
Leerdammer maxi portion,356.0,27.0,0.1,27.5,0.0
Classic Butter Chicken Kit,141.0,2.53,9.0,10.1,2.2
HuLaLa,298.0,0.6,13.0,27.0,0.0
Volvic essentiel bio,2.0,0.0,0.0,0.0,0.0
Boisson orange pasteurisée,43.0,0.0,10.69999981,0.0,0.0
4 Fruity Teacakes,250.0,8.24,45.8,2.9,3.05
Crushed Lime & Mint,17.0,0.0,4.1,0.0,0.0
Yaourt,95.0,2.3,14.7,3.0,0.0
quaker original,364.0,17.3,57.8,5.78,6.89
Aïn saïss citron citron vert,20.3,0.0,0.0,0.0,0.0
Eau de table purifiée,0.0,0.0,0.0,0.0,0.0
CereAlé,500.0,6.6,64.7,23.1,3.3
Malted Wheat Sourdough,235.0,8.6,44.5,1.5,4.7
Yaourt Coco,100.0,3.8,15.5,3.0,0.0
Buko Balance,190.0,7.8,3.3,16.0,0.0
Muesli bio noix & graines,427.0,13.6,50.9,16.8,8.7
Carte D'Or Glace Crème Glacée Crème de Vanille de Madagascar 900ml,104.0,1.3,14.0,4.4,0.5
Coeur de burger - Texas BBQ,224.0,17.0,12.0,11.0,4.6
Energise Super smoothie,53.0,1.5,11.0,0.0,1.4
Huile vierge de noix de coco bio,900.0,0.0,0.0,100.0,0.0
Hand Cooked Crisps,508.0,6.8,55.0,28.0,4.2
Kefir drink mango,65.0,3.3,7.1,2.6,0.0
Flan entremets au Chocolat,91.0,3.7,14.0,2.0,0.8
Forme & nature 440g,385.0,8.3,82.0,1.6,4.8
AMORA Ketchup 5 Ingrédients Flacon Souple 273g,74.0,1.5,15.0,0.5,0.7
Seeded tortilla wraps,290.0,8.87,48.1,5.48,5.48
Karéléa épautre noisette,479.0,8.4,58.0,22.0,7.5
Sauce crudités nature légère,153.0,1.0,5.8,13.9,0.0
4 tr. Jambon SIMPLEMENT BON Sans couenne,115.0,22.0,0.5,2.8,0.5
"Gerble - Organic Chocolate Cookie Flavored w/ Banana, 132g (4.7oz)",459.0,9.0,59.0,19.0,7.8
Barres Céréales Graines et Amandes,537.0,20.0,20.0,39.0,13.0
Multiseed bloomer,265.0,10.9,38.0,6.5,6.0
Pulmes bulles d’orange,0.0,0.0,0.0,0.0,0.0
Hipro Saveur Coco,59.7,8.33,5.5,0.5,0.0
HERTA Allumettes nature conservation sans nitrite - 2x75g,239.0,17.0,0.0,19.0,0.0
Ricola Eucalyptus,237.0,0.0,98.0,0.0,0.0
Céréales Granola Noix & Graines 350G,454.0,13.0,56.0,18.0,7.7
Texas BBQ Sauce,523.0,6.33,56.7,30.0,4.0
Special K Granola Chocolate,469.0,9.33,64.4,17.1,9.56
Multigrain Dino shape,375.0,7.9,78.5,1.8,6.4
100% Nuts Smooth Peanut Butter,631.0,27.3,13.4,50.5,6.6
Salt and vinegar lentil chips,464.0,10.0,60.0,20.0,2.14
Cocoa Orange Oat Boosts,436.0,7.0,43.0,23.0,17.0
Sweet chilli,179.0,0.4,44.0,0.1,0.0
Biscuits fourrés à l'amande,480.0,8.1,67.0,19.0,4.4
Chips saveur Tartiflette,522.0,6.3,52.0,31.0,4.8
Chips de lentilles,456.0,13.0,54.0,19.0,7.3
Yakult original,66.0,1.3,15.4,0.0,0.0
Rich Black Dahl With Black Lentils & Coconut Cream,122.0,5.9,17.2,4.2,4.2
Pulco citron gingembre,121.0,0.2,25.7,0.0,0.0
Barritas de cereales mango,345.0,5.5,60.0,5.5,20.5
Emincés de Poulet - Rôtis au Four,167.0,22.0,0.8,8.4,0.0
Dahmiss 41022,0.0,0.0,0.0,0.0,0.0
Soft Golden Wholemeal Farmhouse,222.0,10.0,36.5,2.3,7.5
guacamole,285.0,7.4,52.1,2.9,10.3
Purified Water,0.0,0.0,0.0,0.0,0.0
